23:22:47.977 [ForkJoinPool-1-worker-2] ERROR com.intuit.karate - status code was: 404, expected: 200, response time: 98, url: https://gorest.co.in/public/v2/users/801, response: {"message":"Resource not found"}
23:22:47.989 [pool-1-thread-4] INFO  com.intuit.karate.Runner - <<fail>> feature 13 of 13: classpath:com/demo/features/updateUser.feature
23:28:27.080 [Test worker] INFO  com.intuit.karate.Runner - waiting for parallel features to complete ...
23:28:27.422 [ForkJoinPool-1-worker-5] INFO  com.intuit.karate - baseURl:  
23:28:27.423 [ForkJoinPool-1-worker-2] INFO  com.intuit.karate - baseURl:  
23:28:27.422 [ForkJoinPool-1-worker-1] INFO  com.intuit.karate - baseURl:  
23:28:27.422 [ForkJoinPool-1-worker-6] INFO  com.intuit.karate - baseURl:  
23:28:27.422 [ForkJoinPool-1-worker-3] INFO  com.intuit.karate - baseURl:  
23:28:27.422 [ForkJoinPool-1-worker-4] INFO  com.intuit.karate - baseURl:  
23:28:27.624 [ForkJoinPool-1-worker-4] INFO  com.intuit.karate - >> lock acquired, begin callonce: read('classpath:com/demo/features/createUser.feature')
23:28:27.664 [ForkJoinPool-1-worker-2] INFO  com.intuit.karate - [print] 2022/07/20
23:28:27.678 [ForkJoinPool-1-worker-3] INFO  com.intuit.karate - [print] My ID ::: 108
23:28:27.686 [ForkJoinPool-1-worker-2] INFO  com.intuit.karate - baseURl:  
23:28:27.877 [pool-1-thread-2] INFO  com.intuit.karate.Runner - <<pass>> feature 2 of 13: classpath:com/demo/features/commanFuncation.feature
23:28:30.556 [ForkJoinPool-1-worker-3] ERROR com.intuit.karate - assertion failed: path: $[*].name[*], actual: ["Harinarayan Sinha"], expected: 108, reason: actual value does not contain expected
23:28:30.577 [ForkJoinPool-1-worker-3] INFO  com.intuit.karate - baseURl:  
23:28:30.588 [ForkJoinPool-1-worker-4] INFO  com.intuit.karate - << lock released, cached callonce: read('classpath:com/demo/features/createUser.feature')
23:28:30.589 [ForkJoinPool-1-worker-2] WARN  com.intuit.karate - this thread waited 2894 milliseconds for callonce lock: read('classpath:com/demo/features/createUser.feature')
23:28:30.608 [pool-1-thread-5] INFO  com.intuit.karate.Runner - <<fail>> feature 5 of 13: classpath:com/demo/features/DataDrivenFeature.feature
23:28:30.622 [pool-1-thread-4] INFO  com.intuit.karate.Runner - <<pass>> feature 4 of 13: classpath:com/demo/features/createUser.feature
23:28:30.640 [ForkJoinPool-1-worker-6] INFO  com.intuit.karate - baseURl:  
23:28:30.656 [ForkJoinPool-1-worker-5] INFO  com.intuit.karate - baseURl:  
23:28:30.660 [pool-1-thread-6] INFO  com.intuit.karate.Runner - <<pass>> feature 6 of 13: classpath:com/demo/features/deleteUser.feature
23:28:30.670 [ForkJoinPool-1-worker-5] INFO  com.intuit.karate - [print]
23:28:30.687 [pool-1-thread-4] INFO  com.intuit.karate.Runner - <<fail>> feature 9 of 13: classpath:com/demo/features/getUserDetails.feature
23:28:30.689 [ForkJoinPool-1-worker-5] INFO  com.intuit.karate - baseURl:  
23:28:30.700 [pool-1-thread-3] INFO  com.intuit.karate.Runner - <<pass>> feature 3 of 13: classpath:com/demo/features/conditionallloop.feature
23:28:30.738 [ForkJoinPool-1-worker-1] INFO  com.intuit.karate - baseURl:  
23:28:30.764 [pool-1-thread-6] INFO  com.intuit.karate.Runner - <<pass>> feature 10 of 13: classpath:com/demo/features/JavaCall.feature
23:28:30.766 [ForkJoinPool-1-worker-4] INFO  com.intuit.karate - baseURl:  
23:28:30.804 [ForkJoinPool-1-worker-3] INFO  com.intuit.karate - baseURl:  
23:28:30.821 [pool-1-thread-2] INFO  com.intuit.karate.Runner - <<pass>> feature 7 of 13: classpath:com/demo/features/fileUpload.feature
23:28:30.879 [pool-1-thread-5] INFO  com.intuit.karate.Runner - <<pass>> feature 8 of 13: classpath:com/demo/features/getAllUserDeatils.feature
23:28:30.907 [pool-1-thread-1] INFO  com.intuit.karate.Runner - <<pass>> feature 1 of 13: classpath:com/demo/features/CallingOtherFeature.feature
23:28:30.993 [pool-1-thread-4] INFO  com.intuit.karate.Runner - <<pass>> feature 11 of 13: classpath:com/demo/features/javaFuncationCall.feature
23:28:31.011 [pool-1-thread-3] INFO  com.intuit.karate.Runner - <<pass>> feature 12 of 13: classpath:com/demo/features/ScenarioOutline.feature
23:28:31.040 [ForkJoinPool-1-worker-3] ERROR com.intuit.karate - status code was: 404, expected: 200, response time: 122, url: https://gorest.co.in/public/v2/users/801, response: {"message":"Resource not found"}
23:28:31.059 [pool-1-thread-6] INFO  com.intuit.karate.Runner - <<fail>> feature 13 of 13: classpath:com/demo/features/updateUser.feature
13:57:10.626 [Test worker] INFO  com.intuit.karate - baseURl:  
17:43:23.403 [Test worker] INFO  com.intuit.karate - baseURl:  
17:43:23.668 [Test worker] INFO  com.intuit.karate - [print]
17:45:41.682 [Test worker] INFO  com.intuit.karate - baseURl:  
17:46:49.492 [Test worker] INFO  com.intuit.karate - baseURl:  
17:46:51.005 [Test worker] INFO  com.intuit.karate - [print] {
"name":"Lokesh"
"address":"Bangalore"
}
